lat,lng
41.7248,-87.657
41.8894,-87.7555
41.783,-87.5891
41.8839,-87.7086
41.8702,-87.696
41.9152,-87.6328
41.9039,-87.7706
41.7606,-87.5884
41.8753,-87.7255
41.8872,-87.7553
41.9015,-87.7611
41.7188,-87.6493
41.8796,-87.762
41.9004,-87.7533
41.7026,-87.6282
41.7874,-87.6223
41.769,-87.6422
41.9305,-87.7539
41.8749,-87.7549
41.6904,-87.6545
41.914,-87.6832
41.7484,-87.681
41.9064,-87.7118
41.9091,-87.7924
41.9091,-87.7924
41.7517,-87.5544
41.7287,-87.6561
41.7924,-87.7788
41.8823,-87.7649
41.784,-87.6961
41.9218,-87.6561
41.7963,-87.631
41.8589,-87.7212
41.7609,-87.5664
41.8932,-87.7488
41.795,-87.6732
41.7512,-87.6065
41.8858,-87.7581
41.7467,-87.6658
41.7909,-87.6292
41.9104,-87.6775
41.9072,-87.6677
41.9612,-87.7095
41.9233,-87.698
41.8182,-87.6336
41.7519,-87.5529
41.9055,-87.7179
41.7848,-87.6671
41.8974,-87.7131
41.9502,-87.7153
41.7371,-87.6077
41.7409,-87.5588
41.7446,-87.5603
41.7703,-87.6744
41.7805,-87.696
41.7213,-87.5679
41.8484,-87.694
41.9154,-87.7329
41.8747,-87.7616
41.8356,-87.6487
41.8274,-87.6231
41.8895,-87.7505
41.8516,-87.7333
41.7822,-87.6084
41.7779,-87.6132
41.8345,-87.6359
41.7316,-87.6642
41.8606,-87.7327
41.725,-87.653
41.749,-87.5943
41.8083,-87.6229
41.9229,-87.6454
41.7519,-87.559
41.9268,-87.7196
41.8091,-87.6028
41.9467,-87.7054
41.7371,-87.6486
41.8674,-87.7229
41.7784,-87.6157
41.8056,-87.5864
41.7754,-87.5887
41.7703,-87.6744
41.8951,-87.7657
41.6889,-87.6278
41.9026,-87.7288
41.7919,-87.6341
41.8771,-87.7308
41.766,-87.6481
41.7391,-87.6474
41.8969,-87.749
41.7616,-87.5922
41.9038,-87.729
41.8011,-87.6818
41.6903,-87.6615
41.8113,-87.6044
41.8989,-87.7486
41.8988,-87.7484
41.8899,-87.7531
42.0194,-87.6792
41.7837,-87.6239
41.7799,-87.64
41.8822,-87.7306
41.6818,-87.6403
41.7928,-87.6241
41.8866,-87.6964
41.8112,-87.6023
41.9867,-87.7099
41.8013,-87.6696
41.8899,-87.7223
41.8834,-87.7257
41.8772,-87.7405
41.8777,-87.7452
41.94,-87.6518
41.7088,-87.6236
41.9111,-87.6788
41.7488,-87.7097
41.7885,-87.6693
41.8797,-87.703
41.7722,-87.6653
41.7613,-87.6282
41.7536,-87.6466
41.8639,-87.7301
41.9334,-87.7467
41.9246,-87.7195
41.7629,-87.6798
41.7384,-87.6013
41.9084,-87.6802
41.9612,-87.7046
41.8277,-87.6088
41.8817,-87.6323
41.8641,-87.7129
41.8819,-87.6295
41.7477,-87.5954
41.7629,-87.6416
41.9362,-87.814
41.8248,-87.6879
41.7145,-87.6142
41.8985,-87.7679
41.763,-87.6813
41.7227,-87.6567
41.8248,-87.6879
41.7695,-87.6665
41.7918,-87.6841
41.8991,-87.7381
41.8778,-87.7648
41.8643,-87.7157
41.8808,-87.7233
41.7401,-87.5771
41.9256,-87.6405
41.9074,-87.7102
41.9612,-87.7477
41.7903,-87.6549
41.8413,-87.6498
41.8072,-87.6233
41.7685,-87.6385
41.8711,-87.7038
41.7923,-87.6442
41.9225,-87.7032
41.7513,-87.604
41.7258,-87.5973
41.8577,-87.6687
41.8014,-87.6679
41.9243,-87.7451
41.9171,-87.7327
41.7733,-87.6763
41.8807,-87.7309
41.8038,-87.6227
41.9957,-87.7375
41.957,-87.7514
41.8606,-87.6662
41.8752,-87.7328
41.945,-87.7471
41.7699,-87.6653
41.8624,-87.7141
41.7177,-87.5341
41.827,-87.6099
41.8183,-87.6231
41.8819,-87.7234
41.8976,-87.7608
41.8334,-87.6803
41.7645,-87.6935
41.7633,-87.6337
41.8697,-87.7148
41.8728,-87.7114
41.7266,-87.6571
41.8899,-87.7518
41.6908,-87.6182
41.895,-87.7532
42,-87.6704
41.7471,-87.6366
41.6798,-87.6263
41.6962,-87.6256
41.8183,-87.6345
41.8791,-87.7258
41.7696,-87.6739
41.8111,-87.7485
41.787,-87.6498
41.7667,-87.6743
41.9288,-87.7077
41.9669,-87.7244
41.9056,-87.664
41.6878,-87.6702
41.7595,-87.6456
41.6852,-87.6361
41.6918,-87.6388
41.763,-87.6298
41.7699,-87.6898
41.7591,-87.5655
41.7739,-87.675
41.7903,-87.6682
41.7677,-87.6639
41.7934,-87.5825
41.9107,-87.7462
41.9072,-87.6727
41.751,-87.6248
41.8779,-87.7352
41.871,-87.7254
41.757,-87.5557
41.835,-87.7307
41.9172,-87.729
41.7427,-87.5577
41.814,-87.6336
41.809,-87.6346
41.814,-87.6336
41.825,-87.6039
41.7633,-87.6419
41.8818,-87.7539
41.778,-87.6408
41.894,-87.6536
41.7561,-87.6317
41.7759,-87.6487
41.809,-87.6346
41.7519,-87.5634
41.6973,-87.6342
41.7467,-87.6634
41.9023,-87.7574
41.7482,-87.6662
41.8041,-87.6043
41.876,-87.7433
41.7894,-87.7416
41.8077,-87.6078
41.8821,-87.6262
41.8785,-87.7494
41.8856,-87.7553
41.792,-87.6722
41.7534,-87.5786
41.8955,-87.7172
41.899,-87.6343
41.7484,-87.6625
41.8479,-87.7247
41.7856,-87.619
41.6798,-87.6287
41.8805,-87.7502
41.7817,-87.6145
41.7154,-87.5655
41.8549,-87.7249
41.9679,-87.6444
41.9594,-87.7171
41.8942,-87.6894
41.8579,-87.6589
41.7784,-87.6157
41.6549,-87.6052
41.7173,-87.6395
41.8034,-87.6109
41.7019,-87.6074
41.9382,-87.6544
41.9026,-87.7312
41.8824,-87.7576
41.7937,-87.6926
41.7173,-87.6395
41.7304,-87.6581
41.7013,-87.6467
41.8152,-87.6434
41.8893,-87.7634
41.9009,-87.719
41.9316,-87.7467
41.881,-87.6247
41.9031,-87.7094
41.8192,-87.6285
41.765,-87.6541
41.8921,-87.72
41.8798,-87.7208
41.7796,-87.6742
41.9507,-87.7473
41.7599,-87.6306
41.7566,-87.5676
41.9114,-87.7527
41.6818,-87.6403
42.0182,-87.6682
41.8152,-87.6701
41.8087,-87.6589
41.8475,-87.7101
41.7721,-87.6713
41.9723,-87.7356
41.8849,-87.7142
41.7593,-87.6722
41.7651,-87.6505
41.8941,-87.7103
41.7663,-87.6676
41.881,-87.6247
41.8931,-87.7506
41.8407,-87.7102
41.8825,-87.7551
41.7886,-87.662
41.7779,-87.7715
41.7212,-87.5369
41.7028,-87.6356
41.8578,-87.6579
41.7372,-87.5504
41.8578,-87.6579
41.7757,-87.675
41.736,-87.6485
41.7486,-87.5515
41.6568,-87.6086
41.9618,-87.6627
41.8872,-87.7563
41.736,-87.6485
41.6543,-87.616
41.7191,-87.6516
41.7404,-87.6583
41.6834,-87.63
41.7756,-87.6742
41.9523,-87.6447
41.9102,-87.7069
41.7688,-87.6783
41.7425,-87.5443
41.7909,-87.6329
41.7684,-87.6786
41.8761,-87.7353
41.7832,-87.6572
41.7324,-87.6484
41.7933,-87.7158
41.764,-87.5998
41.7331,-87.586
41.8992,-87.7241
41.7832,-87.6572
41.878,-87.6472
41.6958,-87.6547
41.6958,-87.6547
41.7429,-87.5442
41.7137,-87.538
41.7441,-87.6024
41.7715,-87.7177
41.6553,-87.6088
41.7262,-87.635
41.726,-87.5838
41.8973,-87.7213
41.744,-87.6026
41.926,-87.76
41.9702,-87.7504
41.7756,-87.6742
41.8969,-87.7535
41.8781,-87.6298
41.9263,-87.7515
41.9058,-87.6635
41.7777,-87.6046
41.9734,-87.651
41.6615,-87.6337
41.9247,-87.6401
41.8228,-87.6947
41.881,-87.6247
41.7666,-87.6736
41.8777,-87.755
41.9327,-87.6514
41.7173,-87.5611
41.9083,-87.7102
41.8681,-87.7202
41.7373,-87.5543
41.9458,-87.7627
41.7876,-87.7353
41.9241,-87.7759
41.9982,-87.6631
41.7806,-87.6887
41.7215,-87.6431
41.8936,-87.7211
41.8442,-87.7282
41.8608,-87.7153
41.8608,-87.7093
41.8671,-87.6469
41.9316,-87.7381
41.7442,-87.5807
41.7442,-87.709
41.8857,-87.6413
41.7249,-87.6627
41.7793,-87.6843
41.7634,-87.6623
41.7519,-87.5529
41.8155,-87.6932
41.7957,-87.6674
41.7127,-87.6188
41.8588,-87.6613
42.007,-87.6681
41.7689,-87.6546
41.7135,-87.5701
41.7413,-87.649
41.6537,-87.5401
41.6724,-87.6369
41.8895,-87.7508
41.7503,-87.6489
41.8833,-87.6793
41.8049,-87.6673
41.8765,-87.7233
41.8942,-87.72
41.8866,-87.6643
41.9013,-87.7618
41.8023,-87.6042
41.8164,-87.624
41.8121,-87.6164
41.9169,-87.7487
41.9117,-87.724
41.8942,-87.72
41.9105,-87.7068
41.7658,-87.6125
41.8968,-87.7694
41.8656,-87.7094
41.8966,-87.7724
41.7662,-87.6724
41.9044,-87.7743
41.6798,-87.6287
41.8443,-87.7209
41.8824,-87.7551
41.7634,-87.643
41.7908,-87.6228
41.7408,-87.5567
41.9284,-87.7079
41.8424,-87.7163
41.9023,-87.7658
41.8282,-87.6948
41.8913,-87.6463
41.9463,-87.7567
41.8138,-87.7042
41.8146,-87.6202
42.0106,-87.6707
41.7623,-87.6541
42.0082,-87.6682
41.8184,-87.6198
41.9764,-87.6565
41.899,-87.6343
41.8539,-87.6857
41.7905,-87.6477
41.8094,-87.7457
41.7838,-87.6206
41.8699,-87.7203
41.9102,-87.7045
41.8991,-87.665
41.7791,-87.6958
41.881,-87.6247
41.7727,-87.6283
41.7556,-87.6748
41.8554,-87.6518
41.7719,-87.6847
41.9078,-87.6385
41.7496,-87.5578
41.8781,-87.6298
41.7818,-87.6109
41.8248,-87.6879
41.8164,-87.6335
41.6591,-87.6034
41.6824,-87.6207
41.8781,-87.6298
41.7867,-87.6632
41.7838,-87.6088
41.9061,-87.7305
41.7292,-87.5545
41.837,-87.6145
41.7105,-87.6502
41.8727,-87.6963
41.8848,-87.7272
41.8136,-87.6993
41.709,-87.6199
41.7516,-87.5799
41.7984,-87.6769
41.785,-87.6526
42.0066,-87.6734
41.8734,-87.7208
41.8993,-87.6919
41.8949,-87.766
41.6607,-87.7515
41.8247,-87.6198
41.9341,-87.7156
41.8288,-87.6144
41.7588,-87.5823
41.8068,-87.6722
41.8719,-87.7254
41.8949,-87.6312
41.7881,-87.6718
41.6762,-87.6204
41.8917,-87.7211
41.895,-87.6316
41.9106,-87.669
41.7739,-87.6678
41.8972,-87.7261
41.8939,-87.7213
41.7608,-87.5625
41.7893,-87.6207
41.9715,-87.8954
41.8783,-87.6867
41.7755,-87.6851
41.7106,-87.6405
41.764,-87.5998
41.741,-87.5527
41.897,-87.7609
41.7446,-87.554
41.9038,-87.729
41.7426,-87.5698
41.7446,-87.554
41.8787,-87.6322
41.6926,-87.6197
41.9688,-87.7039
41.9328,-87.7971
41.6587,-87.6063
41.6551,-87.6113
41.7733,-87.5744
41.8447,-87.6952
41.9909,-87.6654
41.8731,-87.7012
42.014,-87.6805
41.8091,-87.6334
41.687,-87.629
41.7747,-87.611
41.7935,-87.6755
41.7409,-87.553
41.7516,-87.5723
41.744,-87.6073
41.8744,-87.7048
41.7389,-87.5615
41.8773,-87.7282
41.8965,-87.6372
41.6894,-87.6496
41.7939,-87.644
41.7555,-87.6761
41.7588,-87.7063
41.7389,-87.5615
41.7568,-87.5536
41.6845,-87.684
41.7867,-87.6632
41.873,-87.6863
41.7832,-87.6572
41.7648,-87.6735
41.9666,-87.6979
41.7633,-87.6492
41.7369,-87.6972
41.7665,-87.6727
41.7593,-87.6359
41.8866,-87.6643
41.9745,-87.8116
41.762,-87.6071
41.7632,-87.6459
41.9029,-87.6548
41.9038,-87.729
41.6811,-87.657
41.8589,-87.6534
41.6944,-87.6208
41.7894,-87.7416
41.8124,-87.6423
41.7623,-87.7211
41.7894,-87.7416
41.9382,-87.6492
41.7616,-87.659
41.6798,-87.6275
41.8609,-87.7092
41.8576,-87.6366
41.8311,-87.6105
41.6816,-87.6252
41.774,-87.7762
41.8182,-87.6175
42.0156,-87.6842
41.7867,-87.6632
42.016,-87.6833
41.8238,-87.6216
41.8974,-87.7155
41.773,-87.6094
41.7728,-87.6085
41.7401,-87.734
41.6705,-87.6206
41.7863,-87.6765
41.7623,-87.5836
41.9102,-87.729
41.9249,-87.6938
41.7213,-87.6457
41.7652,-87.6457
41.7295,-87.5949
41.6796,-87.6468
41.6834,-87.6324
41.7275,-87.5989
41.6834,-87.6324
41.774,-87.6666
41.906,-87.7525
41.9054,-87.7241
41.9623,-87.7799
41.6797,-87.6299
41.7384,-87.6015
41.7489,-87.6367
41.6885,-87.6487
41.7487,-87.6513
41.899,-87.6343
41.7611,-87.6713
41.7723,-87.646
42.0228,-87.6733
41.7579,-87.5568
41.7443,-87.5787
41.7693,-87.6141
41.7605,-87.5982
41.7252,-87.6385
41.802,-87.6243
41.7088,-87.6239
41.9093,-87.774
41.9228,-87.7246
41.8866,-87.6643
41.8786,-87.6864
41.8644,-87.7215
41.8912,-87.6674
41.8324,-87.6222
41.8901,-87.7214
41.7165,-87.5998
41.7176,-87.5368
41.8274,-87.6249
41.8973,-87.7289
41.9353,-87.7124
41.7516,-87.5723
41.736,-87.6412
41.779,-87.7007
41.7605,-87.5896
41.8673,-87.7278
41.7052,-87.6333
41.7647,-87.6845
41.7894,-87.7416
41.9685,-87.7061
41.8708,-87.7156
41.7894,-87.7416
41.7519,-87.6723
41.7612,-87.6674
41.7152,-87.5625
41.8954,-87.7301
41.8372,-87.6487
41.716,-87.6506
41.7406,-87.5806
41.8919,-87.7239
41.7586,-87.6029
41.9247,-87.7391
41.7668,-87.6497
41.7533,-87.5788
41.825,-87.6039
41.7894,-87.7416
41.6554,-87.6085
41.7659,-87.5971
41.6829,-87.657
41.8643,-87.7182
41.7684,-87.6569
41.653,-87.6183
41.8781,-87.6298
41.7977,-87.6622
41.8542,-87.6456
41.7771,-87.6888
41.813,-87.6116
41.8797,-87.733
41.7946,-87.6429
41.7866,-87.6729
41.7008,-87.5611
41.9285,-87.6321
42.0225,-87.6707
41.7152,-87.5601
41.8486,-87.6931
41.8831,-87.6791
41.717,-87.5647
41.8119,-87.7078
41.9006,-87.7536
41.964,-87.6503
41.7495,-87.6015
41.8711,-87.6961
41.8518,-87.6991
41.8555,-87.6484
41.9041,-87.7533
41.7793,-87.6764
41.8025,-87.6454
41.7432,-87.6442
41.7748,-87.6253
41.7959,-87.6455
41.7766,-87.6037
41.9101,-87.7133
41.7746,-87.6253
41.7957,-87.6735
41.7922,-87.6564
41.7088,-87.6263
41.9715,-87.8954
41.6599,-87.5787
41.7044,-87.6282
41.9312,-87.7687
41.8899,-87.721
